1,801.9806364603,1862.7899342721,345.2740050952
1.2,795.8360566367,1848.5176926179,342.6285999709
1.5,786.7649936535,1827.4480008446,338.7232659712
1.8,777.8645931972,1806.7747132024,334.8914067307
2.2,766.2548005086,1779.8082205265,329.893082036
2.7,752.1413904492,1747.0264836594,323.8168834406
3.3,735.764445909,1708.9871519642,316.7661730175
3.9,719.9675101607,1672.2950280318,309.9651718136
4.7,699.7561846655,1625.349438601,301.2636583547
5.6,678.107618488,1575.0655173522,291.9433745363
6.8,650.8980066363,1511.8647506896,280.2289125729
8.2,621.3289739472,1443.1836704301,267.4986571538
10,586.3817074754,1362.0103686639,252.4529289737
12,551.1082694223,1280.079456164,237.2667752484
15,504.1719217709,1171.0586743873,217.0594285851
18,463.2239604717,1075.9473379418,199.4302416004
22,416.1692358479,966.6515976157,179.1719305005
27,366.9421705534,852.3100816794,157.9783689348
33,318.6079084725,740.0423126195,137.1691829105
39,279.1119490163,648.3035942832,120.1651213577
47,236.6293956544,549.6278043862,101.8752516538
56,199.0102494003,462.2484291342,85.6792081274
68,160.6105054759,373.0559309505,69.1470965319
82,127.4148365565,295.9511292715,54.855477709
100,96.7475986113,224.7192072537,41.6524157033
120,72.8499081119,169.2111621826,31.363824014
150,49.1487908807,114.1597050752,21.1598623477
180,34.0978507123,79.2003325262,14.6800320922
220,21.6001594413,50.1714851415,9.2994434303
270,12.6472225912,29.3761692842,5.4449658743
330,6.8991704871,16.0249571548,2.970276485
390,3.8706225366,8.9904373906,1.6664060012
470,1.8475051099,4.2912681002,0.7954001128
560,0.8289039449,1.9253256934,0.3568652058
